Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Prob_Home,Prob_Draw,Prob_Away,HomeWin_Pct,HomeWin_StdDev,Optimal_Advantage,TeamHomeAdvantage,HomeAdvantageUsed,Home_Elo,Away_Elo,Relative_Home_Advantage,Elo_Difference,Home_Attack,Away_Defense,Away_Attack,Home_Defense,Pred_Home_Goals,Pred_Away_Goals,Home_Elo_I,Away_Elo_I,Home_Avg_Goals_I,Away_Avg_Goals_I,Pred_Home_GoalsF,Pred_Away_GoalsF,Home_Elo_I_Norm,Away_Elo_I_Norm,Home_Power,Away_Power,Home_Avg_Odd_H,Away_Avg_Odd_A,Pred_Home_Odd_Goals,Pred_Away_Odd_Goals,BackHome
2.45,3.2,2.88,2.2,1.65,1.83,1.83,0.38221633,0.29263437,0.3251493,0.47124046,0.49934524,-20.00625,19.109112,19.109112,1494.0962,1590.4507,0.12739408,-77.24534,2.1,1.6,1.4,0.7,1.5671232,1.0914793,1524.3501,1606.9863,1.7,0.7,1.5302142,0.8246677,0.735285,0.7751453,1.0532566,0.79495424,2.429,5.22,1.6304382,0.98512834,0
6.25,3.8,1.53,2.1,1.7,2.2,1.62,0.14859495,0.24439958,0.6070055,0.38935575,0.487775,-78.176674,-68.27849,-68.27849,1655.4401,1569.687,-0.45518994,17.474604,1.2,0.8,0.7,1.1,1.3140543,1.0914185,1536.512,1619.3441,1.2,1.6,1.272435,1.6930234,0.74115133,0.78110623,0.9536648,1.1458732,2.185,1.81,1.3029506,1.3611379,1
3.4,2.9,2.35,2.88,1.4,2.25,1.57,0.27630246,0.3239408,0.39975673,0.45216307,0.49780992,-33.34249,-74.09386,-74.09386,1496.8821,1630.7863,-0.49395904,-207.99811,0.6,1,0.8,0.3,1.0734527,1.1408973,1353.17,1634.8125,0.5,1,0.8258995,1.001199,0.6527146,0.78856754,0.72198856,0.8736201,3.446,4.92,1.3254849,1.1454781,0
3,3.7,2.2,1.62,2.3,1.53,2.38,0.31501547,0.25541794,0.42956656,0.45266274,0.49799976,-32.99212,83.879944,83.879944,1905.1123,1767.3826,0.55919963,221.60968,1.3,1.5,2.3,1.6,1.1685785,1.3507985,1423.5658,1528.2712,1.4,0.9,1.1623424,0.7778662,0.68667066,0.73717636,0.87693936,0.7534523,3.021,4.63,1.3988334,1.1226418,0
3.6,3.6,2,1.73,2.1,1.67,2.1,0.2631579,0.2631579,0.47368422,0.45266274,0.49799976,-32.99212,-23.19678,-23.19678,1808.4182,1704.874,-0.15464519,80.34742,1.4,1.6,2.1,1.2,1.723729,1.1617384,1583.8773,1772.4722,1.4,1.3,1.1623424,0.94923604,0.76399845,0.854969,0.923336,0.8926758,2.645,3.634,1.3842021,1.190305,1
2.63,3.4,2.6,1.73,2.1,1.57,2.25,0.35905766,0.27774167,0.36320066,0.45266274,0.49799976,-32.99212,30.555338,30.555338,1608.3615,1632.3389,0.20370226,6.577934,1.4,1.2,3.1,1.4,1.6530223,1.1827625,1624.946,1637.8672,1.4,1.1,0.9580653,1.020268,0.78380835,0.79004097,0.8535111,0.8821318,3.276,4.101,1.2814897,1.2218257,0
2.55,2.75,2.88,2.75,1.4,2.25,1.57,0.3555316,0.32967478,0.31479362,0.44125736,0.4966349,-41.007935,31.672499,31.672499,1601.4888,1654.1902,0.21114999,-21.028847,0.7,1,0.8,0.7,1.3016778,1.0819762,1451.1183,1598.8002,0.7,1.3,0.93016416,1.266659,0.6999609,0.77119666,0.7920422,0.96938163,2.425,2.751,1.343603,1.2705495,0
2.18,3.4,2.87,1.62,2.2,1.52,2.37,0.41653505,0.26707247,0.31639248,0.4375,0.4964479,-43.657787,-114.09429,-114.09429,1429.5804,1673.8738,-0.7606286,-358.38757,0.8,2.2,1.6,1.5,1.1171145,1.1109225,1503.1058,1591.7513,1,1.4,1.1298041,1.3267392,0.7250376,0.7677966,0.8869442,0.99137366,4.077,4.839,1.175356,1.244253,0
1.57,4.1,5,1.67,2.15,1.73,2,0.5893006,0.22565901,0.18504038,0.4050633,0.4912153,-66.77915,-60.50707,-60.50707,1406.7345,1707.4698,-0.40338045,-361.24246,0.9,1.5,1,1.9,1.18207,1.327527,1579.4106,1510.1014,0.9,1.3,1.0143836,1.3382081,0.7618439,0.728412,0.8628598,0.9723304,2.721,3.723,1.3749454,1.1900271,0
2.35,3.4,2.9,1.85,2,1.67,2.1,0.39975673,0.27630246,0.3239408,0.43561643,0.496064,-44.988037,58.451214,58.451214,1713.974,1675.9436,0.38967475,96.4816,2.6,1.2,0.7,0.9,1.983848,1.1821694,1642.3148,1551.59,2.6,0.6,2.9245734,0.5981824,0.7921864,0.7484244,1.6451412,0.68832755,2.297,3.304,1.4361222,1.1820788,1
3.05,3.15,2.25,1.87,1.83,1.65,2,0.3008596,0.2913085,0.4078319,0.40927693,0.4920362,-63.74666,-143.60878,-143.60878,1520.6129,1551.6183,-0.95739186,-174.61423,1.4,1.3,1.9,1,1.3031605,1.2034962,1498.5217,1458.9272,1.5,1,1.2535603,1.1175017,0.72282636,0.7037276,0.9351199,0.86923724,4.599,5.819,1.1554478,1.1958599,1
1.73,3.5,5,1.93,1.93,1.8,1.91,0.5433939,0.26859182,0.18801428,0.43598056,0.4960186,-44.730785,-77.99064,-77.99064,1575.1791,1523.427,-0.51993763,-26.238579,1.5,1.2,1.7,0.7,1.2908866,1.350648,1477.7542,1505.6434,1.8,0.9,1.6770973,0.8682259,0.71280897,0.7262616,1.0985243,0.7830473,2.229,3.668,1.4960779,1.129395,0
1.9,3.3,3.8,2.2,1.65,2,1.73,0.48175183,0.27737227,0.24087591,0.37089992,0.48324898,-91.7852,42.45283,42.45283,1277.3826,1476.5305,0.28301886,-156.69513,1.4,1,0.9,1.3,1.6085838,1.3156021,1392.8242,1304.4641,1.5,1,1.4726325,1.0150476,0.67184216,0.62922084,0.9921583,0.7835515,2.382,3.315,1.4154923,1.1926222,0
2.9,3.5,2.2,1.65,2.2,1.53,2.38,0.31778786,0.26330996,0.4189022,0.37089992,0.48324898,-91.7852,-86.993576,-86.993576,1488.9854,1277.3826,-0.5799572,124.60923,1.1,1.7,1.3,0.5,1.1612294,1.2032951,1183.5461,1465.9415,0.9,2,0.9822281,1.9555476,0.5708949,0.70711106,0.7354282,1.2064856,2.82,2.735,1.2496159,1.3332828,0
2.3,3,2.9,1.8,2,1.62,2.2,0.39066008,0.29950607,0.30983385,0.45187902,0.49790722,-33.541706,-136.96907,-136.96907,1449.7336,1441.3945,-0.9131271,-128.62987,1.9,1,0.7,1.6,1.537742,1.1411515,1453.9811,1537.3728,1.9,1.3,1.8679241,1.2493777,0.7013418,0.7415666,1.1679747,0.94469106,2.571,2.468,1.2798648,1.3309196,0
1.8,3.5,4.5,1.98,1.88,1.83,1.83,0.52238804,0.26865673,0.20895523,0.45639288,0.4983058,-30.378506,-65.09092,-65.09092,1478.2828,1674.2291,-0.43393946,-261.03714,1.3,1,1,1.4,1.8588063,1.0535494,1566.6384,1565.9252,1.3,1.1,1.2866696,1.1079245,0.7556831,0.7553391,0.9680777,0.8963732,2.666,2.565,1.2677531,1.3324902,0
1.67,3.8,4.2,1.53,2.4,1.57,2.25,0.54433835,0.23922238,0.21643929,0.4262295,0.49478152,-51.63788,43.657787,43.657787,1641.3599,1467.812,0.29105192,217.20569,1.4,2.1,1.1,0.9,1.723729,1.091601,1616.5101,1475.6495,1.4,1.1,1.3221886,0.95254254,0.77973926,0.7117938,0.996719,0.8080933,2.418,4.245,1.5130662,1.0880438,0
2.15,3.7,3,1.5,2.5,1.44,2.63,0.4352088,0.2528916,0.31189963,0.42870998,0.49513182,-49.87721,-103.85493,-103.85493,1437.4846,1509.3506,-0.6923662,-175.72093,1.5,1.4,1.3,1.2,1.1552409,1.269813,1538.0796,1499.0752,1.3,1.4,1.1871141,1.42107,0.74190754,0.7230934,0.9199901,1.002284,2.283,3.003,1.4060651,1.2173797,1
1.27,6,9,1.4,2.88,1.73,2,0.7392197,0.15646817,0.104312114,0.42870998,0.49513182,-49.87721,16.557074,16.557074,1559.6987,1568.1089,0.11038049,8.146863,1.7,0.5,2,1.7,1.1171145,1.1717461,1506.4843,1570.0614,1.7,1.5,1.4580334,1.4283787,0.7266672,0.75733423,1.0192137,1.0257521,3.006,3.255,1.2588328,1.2915909,1
2.15,3.4,3.4,1.75,2.05,1.62,2.2,0.44155845,0.2792208,0.2792208,0.4028412,0.4905938,-68.382385,-95.55283,-95.55283,1701.7327,1668.2249,-0.6370189,-62.044994,1.5,1.9,1,0.9,1.400855,1.2034292,1700.726,1581.8254,1.5,1.2,1.4259508,1.0984292,0.82036155,0.7630087,1.0625973,0.8971769,2.585,4.181,1.4607882,1.1170223,1
2.65,2.75,2.95,2.5,1.47,2,1.72,0.34941316,0.33670723,0.3138796,0.4370933,0.49629617,-43.944923,49.18033,49.18033,1378.4879,1300.4921,0.32786885,127.17621,2.3,1,0.4,0.7,1.7938402,1.0076903,1548.5084,1563.5969,1.7,0.8,1.768913,0.8519985,0.746938,0.7542161,1.155728,0.79332906,2.409,2.707,1.3428311,1.2739304,0
1.8,4.2,3.75,1.44,2.7,1.44,2.63,0.52395207,0.2245509,0.251497,0.4028412,0.4905938,-68.382385,-12.873874,-12.873874,1721.8269,1595.362,-0.08582582,113.591,1.1,2.3,0.8,1,1.723729,1.1210545,1523.0516,1594.247,1.1,1.5,1.1424432,1.2280544,0.73465866,0.7690004,0.8977725,0.952622,2.162,3.533,1.4982755,1.1362407,1
2.2,3.7,3,1.9,1.95,1.75,2,0.42956656,0.25541794,0.31501547,0.45994833,0.49871555,-27.890514,-88.7395,-88.7395,1512.2032,1854.9863,-0.59159666,-431.52252,1.8,1.7,1.3,1.3,1.4486653,1.2477281,1445.5569,1541.7715,1.4,1.1,1.3010635,1.0343803,0.69727826,0.74368834,0.93879235,0.85996515,4.158,6.59,1.3293563,1.0484397,0
2.5,3.5,2.75,1.7,2.1,1.53,2.38,0.38118812,0.27227724,0.34653464,0.44039735,0.4966404,-41.614025,-70.4365,-70.4365,1573.8333,1428.6919,-0.4695767,74.70485,2.3,1.3,1,1.2,1.7845894,1.1407065,1522.8726,1397.4738,2.3,1.1,2.2942157,0.9267283,0.73457223,0.6740849,1.3584296,0.77514225,2.368,2.576,1.3389318,1.2850538,1
2.5,3.3,2.8,2.03,1.83,1.75,2,0.37729686,0.28583094,0.3368722,0.4028412,0.4905938,-68.382385,40.498444,40.498444,1634.1925,1616.6769,0.2699896,58.014065,2.6,1.9,1.4,1.2,1.8454963,1.1310899,1542.9678,1663.1887,1.4,1.8,1.2198849,1.758129,0.7442654,0.80225515,0.93451315,1.1846046,2.92,2.942,1.2474215,1.3205603,0
3.5,3.3,2.05,1.88,1.98,1.7,2.05,0.2653982,0.28148293,0.45311886,0.44246575,0.49684897,-40.156754,33.728355,33.728355,1393.7756,1584.6876,0.22485569,-157.18361,1.4,0.7,1.6,1.3,1.4607753,1.1616089,1422.7018,1437.1368,1.4,1.5,1.280276,1.529936,0.6862539,0.6932168,0.9238627,1.0279044,2.415,2.94,1.3661901,1.2445307,1
1.67,3.5,4.75,2,1.85,1.83,1.83,0.54683006,0.26091605,0.19225393,0.4280992,0.4952127,-50.310535,124.701546,124.701546,1679.6112,1699.2551,0.83134365,105.05757,1.2,2.2,1.4,1.1,1.2601523,1.1514952,1556.1643,1453.735,1.2,1.1,1.1367662,0.9926184,0.75063086,0.7012231,0.905085,0.8177812,3.038,6.47,1.6117316,0.9302729,1
2.2,3.3,3.2,1.95,1.9,1.7,2.05,0.42477876,0.28318584,0.2920354,0.4028412,0.4905938,-68.382385,40.498444,40.498444,1634.1925,1563.6643,0.2699896,111.0266,1.8,1.5,1.2,1.1,1.7202575,1.1514952,1632.5808,1617.6235,1.8,1,1.6770973,1.0150476,0.7874911,0.7802763,1.1433336,0.8741848,2.139,3.441,1.4936566,1.1439799,0
2.1,3.2,3.2,2.08,1.73,1.83,1.83,0.43243244,0.2837838,0.2837838,0.411093,0.49243388,-62.442665,-63.344997,-63.344997,1466.9832,1419.5334,-0.42229998,-15.895247,0.8,1.4,1,0.4,1.1895511,1.1614795,1334.4327,1379.6844,0.9,1.1,1.0143836,1.0343803,0.64367646,0.6655041,0.7919593,0.81305456,2.048,2.874,1.4521466,1.2000089,0
2.2,3.5,3.2,2.1,1.73,1.83,1.83,0.43176562,0.27139553,0.29683885,0.43598056,0.4960186,-44.730785,-26.778715,-26.778715,1496.1667,1575.1791,-0.17852478,-105.79101,1.8,1.2,0.8,1,1.7148397,1.0914185,1578.9073,1383.6487,1.9,1.1,1.8087119,1.0486878,0.76160115,0.6674163,1.1804454,0.8199249,2.121,3.663,1.5249131,1.1156896,1
1.57,3.9,5.5,1.67,2.15,1.75,2,0.5924105,0.2384832,0.16910627,0.4395664,0.4964689,-42.199875,150,150,1528.282,1327.0555,1,351.2265,1.4,1.6,1.4,0.6,1.56534,1.1511744,1729.473,1436.4296,1.3,2.2,1.4172176,2.0030425,0.834228,0.6928756,1.0674238,1.2169424,2.498,4.098,1.4742398,1.1151448,1
1.67,3.7,4.75,1.93,1.93,1.91,1.91,0.55465263,0.2503432,0.19500418,0.4395664,0.4964689,-42.199875,17.832853,17.832853,1704.3136,1362.8,0.11888569,359.34644,1.1,2,0.8,1.1,1.2827684,1.1306489,1551.4259,1416.4182,1.1,0.4,1.1990005,0.6341729,0.7483452,0.68322295,0.92860734,0.66360295,3.188,5.14,1.4128776,1.0862255,1
2.6,3.4,2.4,1.67,2.15,1.57,2.25,0.35111877,0.2685026,0.38037866,0.37089992,0.48324898,-91.7852,-106.12578,-106.12578,1501.6571,1124.4519,-0.70750517,271.07944,0.8,2.1,0.9,1.6,1.026178,1.1014341,1362.6871,1293.55,0.8,0.9,0.9713615,0.8924105,0.6573053,0.6239563,0.78292775,0.73133796,3.04,3.053,1.231412,1.3241038,1
1.95,2.88,3.9,2.63,1.44,2.2,1.62,0.45933014,0.3110048,0.22966507,0.44125736,0.4966349,-41.007935,81.647995,81.647995,1551.0537,1628.9833,0.5443199,3.7183635,1.5,1.2,1.2,0.5,1.2379351,1.1013727,1524.1067,1481.5137,1.5,0.6,1.4031678,0.7151404,0.7351675,0.71462244,1.0023676,0.7148296,1.969,3.721,1.5744742,1.0893427,0
3,2.7,2.6,2.6,1.48,2,1.73,0.30628273,0.34031415,0.35340315,0.39143193,0.48821393,-76.66117,94.79684,94.79684,1597.3892,1439.4326,0.6319789,252.75339,1.3,0.8,1.1,1.3,1.3876609,1.2148111,1620.0925,1611.1665,1.3,1.7,1.266112,1.6107457,0.78146726,0.7771617,0.97532517,1.1105953,2.583,2.645,1.2950026,1.3086686,0
1.9,3.6,3.65,1.83,1.9,1.72,2,0.48820361,0.257663,0.25413337,0.4522613,0.49802873,-33.273594,-94.21138,-94.21138,1672.0746,1624.4264,-0.62807584,-46.563213,1.5,1.8,1.9,1.5,1.3349439,1.2036304,1587.2188,1596.792,1.5,1.4,1.2535603,1.2558033,0.7656102,0.770228,0.9607903,0.96445817,1.87,3.987,1.6367384,1.0475426,1
1.53,4,6,1.75,2.05,1.8,1.95,0.610687,0.23358779,0.1557252,0.4395664,0.4964689,-42.199875,-39.753853,-39.753853,1492.7367,1327.0555,-0.26502568,125.927284,2.5,1.6,2.1,1.7,2.0322328,1.2357624,1661.6907,1487.5994,2.6,1,2.2968826,1.0290875,0.8015325,0.7175579,1.3996725,0.84216976,1.656,5.21,1.8729511,0.9002945,1
1.7,3.6,5,2.03,1.83,1.91,1.8,0.5518087,0.26057634,0.18761496,0.45639288,0.4983058,-30.378506,-51.63788,-51.63788,1550.5972,1529.8806,-0.34425253,-30.92131,1.9,1.5,0.8,1.2,1.6793004,1.1011887,1687.8955,1583.5217,2.1,0.9,2.137896,0.95586056,0.8141726,0.76382697,1.343662,0.8406404,1.874,5.688,1.8697175,0.8792411,1
2.27,3.35,2.92,1.88,1.85,1.7,2.02,0.40733045,0.27601197,0.31665757,0.4522613,0.49802873,-33.273594,41.064938,41.064938,1596.7365,1432.3843,0.27376625,205.41707,1.3,0.9,1.1,1.3,1.4607753,1.1511103,1376.116,1634.2755,1.3,1.9,1.266112,1.8669925,0.6637828,0.7883085,0.90471447,1.2197821,3.277,3.331,1.2059569,1.3230773,1
2.63,3.1,2.55,2.25,1.62,1.91,1.8,0.3472512,0.29460344,0.35814536,0.3964968,0.48955974,-72.975945,20.461008,20.461008,1634.185,1580.6447,0.13640672,74.00139,1.6,1.4,2.7,0.5,1.3072778,1.1513668,1414.7937,1493.3501,1.6,1.1,1.169505,1.0631932,0.6824394,0.72033185,0.87726563,0.8574764,2.663,3.723,1.3894076,1.181922,0
1.83,3.5,3.9,1.8,2,1.73,2,0.5019859,0.2624669,0.23554721,0.3964968,0.48955974,-72.975945,-72.737434,-72.737434,1580.6447,1500.9437,-0.48491624,6.963476,2.6,1.1,1.3,1,2.2996871,1.1208671,1826.5399,1582.1414,2.8,1.2,2.9425955,1.1446428,0.88104916,0.7631611,1.7056676,0.9157538,1.338,3.078,1.6772869,1.0806994,1
2.7,3.3,2.38,2.38,1.53,2.1,1.67,0.33868048,0.2771022,0.38421732,0.3964968,0.48955974,-72.975945,-81.647995,-81.647995,1574.5795,1607.6434,-0.5443199,-114.71196,0.9,1.2,1,0.9,1.6271553,1.1823013,1506.0181,1498.8815,0.9,0.4,1.0143836,0.65183794,0.7264423,0.7229999,0.8416188,0.69453514,2.688,2.991,1.3057624,1.2784657,1
2.63,3.2,2.55,2.15,1.67,1.83,1.83,0.3504778,0.28804895,0.3614732,0.3964968,0.48955974,-72.975945,-77.24984,-77.24984,1522.2521,1634.185,-0.5149989,-189.18279,1.4,2.5,1.1,0.9,1.3589022,1.2036974,1662.6831,1574.4906,1.3,0.9,1.266112,0.9047543,0.8020112,0.75947076,0.9876515,0.81758416,2.15,6.74,1.9323707,0.814822,0
1.8,3.6,4,1.7,2.1,1.67,2.1,0.51282054,0.25641027,0.23076923,0.4187898,0.4937541,-56.934845,-90.12371,-90.12371,1537.2035,1468.7374,-0.6008248,-21.657625,1.6,1.3,0.8,0.9,1.2761532,1.258126,1433.2968,1513.6761,1.5,0.7,1.4491037,0.81341654,0.6913645,0.7301363,0.99446017,0.76344836,1.985,2.896,1.4712892,1.1884315,0
1.75,3.6,4,1.67,2.15,1.62,2.2,0.5198556,0.25270757,0.22743683,0.4187898,0.4937541,-56.934845,-90.12371,-90.12371,1537.2035,1446.5531,-0.6008248,0.52673364,1,2.2,1.5,1.1,1.56534,1.1307749,1522.9486,1484.3278,1,1.4,0.9932163,1.3636959,0.73460895,0.7159798,0.83805186,0.97506624,2.31,3.274,1.4293809,1.1875634,0
2.4,3.4,2.7,1.93,1.93,1.73,2,0.38539043,0.2720403,0.34256926,0.4187898,0.4937541,-56.934845,-74.834656,-74.834656,1458.6519,1461.9006,-0.4988977,-78.08337,1.9,0.5,1.6,1.2,1.7677811,1.3153822,1372.7871,1481.5743,2.1,1,1.9099507,0.9607767,0.6621771,0.71465164,1.1612866,0.81310165,2.686,3.372,1.3459741,1.2288637,1
2.55,3.2,2.63,2.1,1.7,1.83,1.83,0.3614732,0.28804895,0.3504778,0.4187898,0.4937541,-56.934845,-32.66802,-32.66802,1491.6646,1480.3838,-0.21778679,-21.387257,0.9,0.8,1.1,0.9,1.2706865,1.1409608,1405.8115,1528.3967,0.9,0.9,0.99817634,0.9172688,0.6781067,0.73723686,0.8061346,0.80924964,3.695,3.183,1.1054164,1.4112742,1
2.05,3.6,3,1.85,2,1.73,2,0.4438964,0.25277436,0.30332923,0.4187898,0.4937541,-56.934845,-32.66802,-32.66802,1491.6646,1537.2035,-0.21778679,-78.20695,1.8,2.1,1.4,0.8,1.400855,1.1209296,1422.8431,1498.4762,1.8,1.5,1.597988,1.4884741,0.6863221,0.7228044,1.0509884,1.0290723,2.635,4.01,1.4283284,1.1436355,0
3,3.6,2.15,1.8,2,1.62,2.2,0.30972388,0.25810325,0.43217286,0.43598056,0.4960186,-44.730785,-52.511566,-52.511566,1516.8132,1526.4971,-0.3500771,-62.195385,1.3,1.3,0.7,1.5,1.4776403,1.1513668,1431.5756,1468.8076,1,1.2,1.0765108,1.0686613,0.69053423,0.70849353,0.84492487,0.85256064,3.79,4.185,1.1757457,1.2869028,1
1.08,12,21,1.2,4.5,1.95,1.8,0.8760951,0.07884856,0.04505632,0.45266274,0.49799976,-32.99212,-93.633286,-93.633286,1452.2571,1625.1913,-0.62422186,-266.5674,2.5,1,1.5,2.5,2.0817978,1.2582663,1903.8579,1593.7732,2.3,2,2.15107,2.0378222,0.9183442,0.7687718,1.4114345,1.2763921,1.422,2.943,1.6346099,1.1067677,0
2.38,3.4,2.8,1.83,2.03,1.67,2.1,0.39215687,0.27450982,0.33333334,0.4395664,0.4964689,-42.199875,-22.019026,-22.019026,1538.1252,1664.0917,-0.14679351,-147.9854,0.9,1.9,1.7,1.6,1.5041597,1.3272312,1292.4985,1388.3223,0.9,0.7,0.87750167,0.7287611,0.6234491,0.6696706,0.7250701,0.6933068,3.21,4.155,1.3023597,1.2056205,0
1.83,3.5,3.8,1.75,2.05,1.67,2.1,0.49889344,0.26084998,0.24025658,0.3964968,0.48955974,-72.975945,-77.24984,-77.24984,1522.2521,1627.7831,-0.5149989,-182.7808,1.3,1.6,1.2,1.2,1.2301497,1.1111082,1585.9825,1560.1052,1.3,1.9,1.2458829,1.8669925,0.765014,0.7525318,0.9573615,1.1983161,2.716,2.76,1.2757891,1.3136492,1
2.55,3.5,2.4,1.57,2.35,1.5,2.5,0.35828534,0.26103646,0.38067818,0.4262295,0.49478152,-51.63788,-13.200104,-13.200104,1837.065,1642.3629,-0.08800069,181.50195,2.1,1.1,1.3,0.8,1.9003067,1.2035633,1628.9948,1820.3407,2.1,1.2,1.9724772,0.9314946,0.7857613,0.87805885,1.2604476,0.89943314,1.948,2.373,1.421445,1.2489088,0
1.38,4.5,8,1.7,2.1,1.95,1.8,0.6760563,0.20732394,0.11661972,0.4155194,0.49312004,-59.27152,-115.77925,-115.77925,1532.9713,1675.7657,-0.7718617,-258.57367,0.8,2.5,1.6,1.8,1.1648982,1.1515594,1647.1005,1391.8718,1,1.1,0.97734725,1.0486878,0.7944948,0.6713828,0.8676358,0.8223048,4.18,15.605,2.6908598,0.41443866,1
3.25,3.35,2,1.55,2.15,1.62,2.21,0.27815256,0.2698495,0.45199794,0.40748033,0.49160755,-65.03846,150,150,1803.8678,1908.2367,1,45.631077,1.3,1.6,2.1,0.7,1.133582,1.3631184,1498.5916,1619.0648,1.3,0.8,1.0777622,0.8064453,0.7228601,0.78097147,0.86482096,0.791161,3.662,4.759,1.2587842,1.1947002,0
1.75,3.9,4.33,1.98,1.92,1.91,1.91,0.5397018,0.2421739,0.21812429,0.42028984,0.49381593,-55.864796,-61.29135,-61.29135,1752.4042,1569.1256,-0.408609,121.98721,2,1.2,1.8,1.3,1.4886858,1.2475195,1824.4777,1639.8257,2,1.7,1.7148305,1.6107457,0.88005435,0.7909857,1.2139648,1.1188897,2.279,4.475,1.5798132,1.0452514,1
2.25,3.5,3,1.85,2,1.67,2.1,0.41791046,0.26865673,0.31343284,0.43598056,0.4960186,-44.730785,13.200104,13.200104,1558.4038,1490.3677,0.08800069,81.23629,1.3,1,0.6,1.3,1.5702856,1.0535494,1495.8922,1517.7833,1.4,0.7,1.4563404,0.7287611,0.72155803,0.7321174,1.015471,0.7307749,2.111,3.518,1.510341,1.1311835,0
2.25,3.25,3.1,1.93,1.93,1.67,2.1,0.4135454,0.28630066,0.3001539,0.44287547,0.49688557,-39.868256,46.95424,46.95424,1563.4882,1485.6484,0.31302828,124.79407,1.4,1,1,1.7,1.2084614,1.0723766,1526.4894,1716.677,1.4,1.6,1.3654734,1.5168239,0.73631686,0.8280557,0.9879795,1.103563,2.205,3.36,1.466603,1.1625928,0
2.38,3,2.75,2.25,1.62,1.91,1.8,0.37611124,0.2983816,0.3255072,0.44125736,0.4966349,-41.007935,-16.557074,-16.557074,1513.5968,1619.3196,-0.11038049,-122.27987,1.8,0.8,1,1,1.400855,1.1615442,1540.2285,1547.5269,1.8,0.8,1.7320008,0.95096964,0.74294406,0.7464645,1.1385667,0.82826656,2.031,2.719,1.4389552,1.2169265,1
3.9,3.4,1.85,2.08,1.73,1.95,1.8,0.2350084,0.26956847,0.49542314,0.43346435,0.4956924,-46.50955,-8.6877,-8.6877,1577.8713,1489.3965,-0.057918,79.7872,1.4,1.1,1.7,1.3,1.4305013,1.2361066,1423.4603,1575.0862,1.3,1.4,1.1871141,1.2558033,0.6866198,0.759758,0.8868175,0.9581762,2.493,2.878,1.3405464,1.2640872,0
2.63,3.1,2.7,2.3,1.6,1.91,1.8,0.3543007,0.30058414,0.34511513,0.4050633,0.4912153,-66.77915,-93.633286,-93.633286,1556.0818,1339.8586,-0.62422186,122.58979,1.3,0.9,0.9,0.7,1.3589022,1.2249347,1444.9114,1552.5986,1.3,0.9,1.307561,0.8682259,0.6969669,0.7489109,0.94120455,0.7966369,3.455,4.451,1.2754031,1.2035831,1
3.25,3.25,2.3,2.03,1.83,1.75,2,0.29299363,0.29299363,0.41401273,0.44237918,0.4968997,-40.21772,150,150,1882.2261,1619.802,1,412.4241,2,1,0.8,0.8,1.6793004,1.1511103,1547.8774,1589.4982,2,2.1,2.0145142,1.7133123,0.7466336,0.76670974,1.2537858,1.1453507,2.524,4.755,1.545168,1.0452101,1
3.3,3.2,2.25,2.4,1.53,2.1,1.67,0.28588447,0.29481834,0.4192972,0.46703297,0.49918634,-22.941124,-23.999172,-23.999172,1470.2985,1726.8933,-0.15999448,-280.59393,0.6,1.1,1.2,1,1.2365265,1.2144051,1578.6603,1642.8269,0.6,1.8,0.82179546,1.8320979,0.761482,0.7924334,0.7856074,1.2082992,2.625,2.337,1.2544633,1.3576533,1
3,3.5,2.1,1.7,2.1,1.62,2.2,0.3043478,0.26086956,0.4347826,0.4262295,0.49478152,-51.63788,-20.461008,-20.461008,1639.9536,1560.2927,-0.13640672,59.19982,1,2.2,1.2,1,1.2070863,1.16135,1471.9955,1510.7644,1,1.2,1.042386,1.1290262,0.71003115,0.72873175,0.8429731,0.88884956,4.223,3.729,1.0490841,1.4195459,0
1.73,3.7,4.1,1.85,2,1.8,1.91,0.5292353,0.24745326,0.22331147,0.411093,0.49243388,-62.442665,-45.08171,-45.08171,1371.3397,1425.1405,-0.30054474,-98.88239,2.1,1.4,1.1,1.5,1.5249939,1.2144051,1418.4315,1411.111,2.1,1.2,2.0370507,1.2776085,0.6841941,0.680663,1.2253367,0.9194412,1.962,3.063,1.4969426,1.1649555,1
1.95,3.6,3.8,2,1.85,1.8,1.91,0.48665956,0.26360726,0.2497332,0.43598056,0.4960186,-44.730785,97.21522,97.21522,1378.3934,1555.555,0.64810145,-79.94646,1.6,2,1,0.8,1.3307396,1.1211795,1598.6912,1412.0934,1.2,1,1.2124137,1.0290875,0.7711441,0.68113685,0.9476519,0.82031715,4.608,6.481,1.2152362,1.1180431,1
1.3,4.75,8,1.75,2.05,2.2,1.62,0.69628954,0.19056344,0.11314704,0.45187902,0.49790722,-33.541706,-67.90043,-67.90043,1441.3945,1556.7023,-0.45266956,-183.20825,1.3,1.8,1.1,1,1.1933093,1.1616089,1477.766,1328.5974,1.1,0.9,1.12419,0.84469664,0.7128147,0.64086175,0.87736475,0.7223957,2.034,5.042,1.7265188,0.9577686,0
