Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Prob_Home,Prob_Draw,Prob_Away,HomeWin_Pct,HomeWin_StdDev,Optimal_Advantage,TeamHomeAdvantage,HomeAdvantageUsed,Home_Elo,Away_Elo,Relative_Home_Advantage,Elo_Difference,Home_Attack,Away_Defense,Away_Attack,Home_Defense,Pred_Home_Goals,Pred_Away_Goals,Home_Elo_I,Away_Elo_I,Home_Avg_Goals_I,Away_Avg_Goals_I,Pred_Home_GoalsF,Pred_Away_GoalsF,Home_Elo_I_Norm,Away_Elo_I_Norm,Home_Power,Away_Power,Home_Avg_Odd_H,Away_Avg_Odd_A,Pred_Home_Odd_Goals,Pred_Away_Odd_Goals,BackHome
2.9,3.1,2.3,2.1,1.7,1.83,1.83,0.31285653,0.29267222,0.39447126,0.469075,0.49917936,-21.516365,-133.88524,-133.88524,1518.2257,1592.7675,-0.8925683,-208.4269,1.4,1.1,1,1.1,1.4170281,1.1310269,1312.5912,1665.9647,1.4,0.7,1.3876443,0.81341654,0.633141,0.8035941,0.93494236,0.8075231,3.343,4.085,1.264501,1.2335457,0
2.55,3.1,2.8,2.3,1.6,1.91,1.8,0.3658588,0.30094838,0.33319283,0.47124046,0.49934524,-20.00625,103.85493,103.85493,1706.1984,1518.3142,0.6923662,291.739,0.8,1.8,0.9,0.6,1.2109001,1.0817351,1471.2572,1606.9863,0.8,0.9,0.9713615,0.8682259,0.7096751,0.7751453,0.81434965,0.8123775,2.552,5.28,1.6022016,0.9933375,0
3.5,3.3,2.15,2.2,1.65,1.95,1.8,0.27111197,0.287543,0.44134507,0.4647168,0.49886936,-24.558092,-69.14491,-69.14491,1664.8196,1566.5819,-0.4609661,29.092852,1.5,0.8,1.7,0.5,1.2340362,1.235969,1573.8676,1794.1547,1.5,0.6,1.2945983,0.69575983,0.7591702,0.8654278,0.9733414,0.7975606,3.01,3.155,1.2480685,1.30561,0
1.5,4,6.7,2.1,1.7,2.25,1.57,0.62543756,0.23453909,0.14002334,0.4349776,0.49612498,-45.439526,79.12421,79.12421,1670.6132,1732.4541,0.52749467,17.2833,1.5,1.3,1,1.2,1.4746646,1.1212419,1671.9404,1575.6282,1.5,1.3,1.4491037,1.1193501,0.8064766,0.7600194,1.0635275,0.90375173,1.821,5.782,1.90169,0.8653287,0
1.9,2.9,5,2.7,1.44,2.25,1.57,0.49135888,0.32192478,0.18671636,0.45216307,0.49780992,-33.34249,-55.618797,-55.618797,1471.5397,1621.2593,-0.37079197,-205.33838,1.7,0.7,1.2,0.5,1.396443,1.1014341,1612.3057,1715.8281,1.7,1.1,1.5803092,1.1232492,0.77771115,0.82764626,1.0987504,0.94588745,1.614,3.003,1.5864298,1.1251007,0
2.88,3,2.7,2.35,1.57,2,1.73,0.33039647,0.3171806,0.3524229,0.43804422,0.4963129,-43.273685,-70.4365,-70.4365,1568.3798,1605.6312,-0.4695767,-107.688,1.3,1.1,0.9,0.7,1.5184613,1.2585467,1523.2765,1465.2909,1.4,0.9,1.3654734,0.9047543,0.7347671,0.7067972,0.98704964,0.78598005,2.788,4.135,1.4031721,1.1495092,1
3.2,3.4,2.15,1.88,1.98,1.67,2.1,0.29158357,0.2744316,0.43398485,0.45454547,0.50020844,-31.672499,-60.50707,-60.50707,1294.0144,1485.4615,-0.40338045,-251.95413,2,0.9,0.9,1.9,1.5952485,1.1412152,1454.3643,1771.7948,2.2,1.2,2.1969135,1.0984292,0.70152664,0.8546423,1.2996813,0.952157,1.827,3.4,1.5750523,1.107365,0
1.85,3.6,3.9,1.6,2.3,1.53,2.38,0.5029554,0.2584632,0.2385814,0.43631178,0.4961631,-44.496803,90.311615,90.311615,1568.2136,1518.0231,0.6020774,140.50215,2.5,1.3,1.2,0.7,1.7421006,1.1011887,1741.2612,1565.7373,2.5,1.6,2.5425632,1.3968164,0.83991414,0.7552485,1.5209738,1.0118756,1.629,3.175,1.6036942,1.1072533,1
2.25,3.3,3.3,2.1,1.73,1.91,1.91,0.42307693,0.28846154,0.28846154,0.41045958,0.4921122,-62.89727,-105.29658,-105.29658,1609.3866,1640.8446,-0.70197713,-136.75455,0.9,1.3,1.4,1.5,1.2443521,1.1013727,1591.5618,1616.9794,0.9,1.6,0.951092,1.4961295,0.76770514,0.7799656,0.8410599,1.0664312,3.304,2.563,1.1297432,1.4368187,1
2.25,3.4,3,1.75,2.05,1.62,2.2,0.41463414,0.27439025,0.3109756,0.39384615,0.48878947,-74.902504,-21.08254,-21.08254,1437.2295,1488.5978,-0.14055027,-72.4508,2,2.6,1.6,1,1.3433924,1.0723168,1598.5889,1357.7654,2,0.9,1.7709693,0.7886256,0.77109474,0.65493125,1.1710446,0.70840895,1.657,10.25,2.7837243,0.53512514,1
2.2,2.9,3.2,2.5,1.5,2.2,1.62,0.4088106,0.31013215,0.28105727,0.44125736,0.4966349,-41.007935,-38.764004,-38.764004,1622.1161,1563.4882,-0.2584267,19.863865,0.8,1.1,1,0.5,1.2706865,1.1213044,1485.3237,1602.9164,0.8,0.8,0.9558417,0.8519985,0.7164602,0.77318215,0.8122128,0.8047087,2.238,4.878,1.642803,0.9978222,0
2.15,2.88,3.3,2.5,1.5,2.1,1.67,0.4170067,0.3113071,0.2716862,0.44125736,0.4966349,-41.007935,22.446377,22.446377,1453.6309,1581.72,0.14964251,-105.642746,1.6,1.1,1,1.1,1.532899,1.0819762,1592.3024,1476.321,1.6,0.8,1.537856,0.8637833,0.76806235,0.7121177,1.0759798,0.77278394,2.161,5.648,1.7697965,0.91324663,0
1.91,3.4,3.4,1.9,1.9,1.8,1.91,0.47091413,0.26454294,0.26454294,0.4783237,0.49989125,-15.071683,109.20051,109.20051,1389.8668,1565.2461,0.7280034,-66.17871,1.4,1,0.6,0.7,1.8088357,1.2366577,1472.3645,1452.3187,1.4,0.9,1.4563404,0.88023514,0.7102092,0.70053995,1.0086617,0.772418,2.625,6.575,1.7508055,0.87653255,0
1.65,4.33,4.75,1.53,2.5,1.57,2.25,0.57855946,0.22046724,0.20097329,0.4568,0.49832964,-30.093466,-37.561802,-37.561802,1702.4773,1787.5032,-0.25041202,-122.58767,2.7,1.9,2.6,1.7,1.8129591,1.3273791,1808.0833,1610.2222,2.7,1,2.285469,0.9740661,0.87214637,0.77670616,1.4374754,0.8556501,1.859,5.42,1.8356746,0.90231216,0
2.45,3.9,2.55,1.4,3,1.36,3,0.3862511,0.24264492,0.371104,0.4568,0.49832964,-30.093466,0,0,1576.7327,1637.2048,0,-60.47213,2.7,1.9,1.2,1.1,2.1325715,1.4494892,1747.8533,1695.0461,2.7,1.5,2.8635461,1.2974228,0.8430939,0.8176218,1.6512747,1.0095422,2.021,2.558,1.423412,1.2358661,1
8.5,5,1.25,1.3,3.5,1.62,2.2,0.10526316,0.17894737,0.7157895,0.45867208,0.49845797,-28.783245,-136.96907,-136.96907,1417.8661,1443.8625,-0.9131271,-162.96552,1.7,1.2,1.9,1.1,2.130145,1.3152356,1178.3135,1707.4249,1.4,2.2,1.2396919,2.3946822,0.5683709,0.82359284,0.8368993,1.4520286,3.136,3.043,1.2093173,1.34055,0
1.57,3.75,4.75,1.67,2.15,1.7,2.05,0.5716922,0.23934847,0.18895932,0.44246575,0.49684897,-40.156754,43.657787,43.657787,1406.1836,1393.7756,0.29105192,56.065742,1,1.4,1.3,0.6,1.2224134,1.1929513,1437.1368,1461.5258,1,1.1,1.0257314,1.1079245,0.6932168,0.704981,0.82622266,0.86615837,2.168,3.279,1.467048,1.1672559,0
2.38,3.4,2.8,1.75,2.05,1.62,2.2,0.39215687,0.27450982,0.33333334,0.44246575,0.49684897,-40.156754,-86.68365,-86.68365,1486.2766,1396.0137,-0.57789093,3.5793118,0.5,2.3,1.7,1,1.0445949,1.119952,1260.869,1337.7837,0.8,1.1,0.9405699,0.97907585,0.6081923,0.6452929,0.74114335,0.77880603,3.703,5.3333335,1.3072526,1.1313721,0
5,4.75,1.4,1.33,3.4,1.5,2.5,0.17780748,0.18716578,0.63502675,0.4262295,0.49478152,-51.63788,43.657787,43.657787,1641.3599,1560.2927,0.29105192,124.724915,0.7,1.5,1.6,0.9,1.3745911,1.1111082,1471.9955,1628.9948,0.7,1.6,0.81771183,1.3968164,0.71003115,0.7857613,0.75310344,1.0301833,4.153,2.557,0.9688499,1.5889739,0
3,3.6,2,1.5,2.5,1.44,2.63,0.3,0.25,0.45,0.4262295,0.49478152,-51.63788,101.44214,101.44214,1770.0475,1646.5265,0.6762809,224.96306,1.2,1,0.8,0.8,1.3099158,1.214608,1616.5101,1827.0549,1.2,1.3,1.2521048,1.0741576,0.77973926,0.8812975,0.96868545,0.95844156,2.578,2.146,1.2462792,1.3770436,0
1.91,3.5,3.3,1.67,2.15,1.62,2.2,0.4706985,0.2568669,0.2724346,0.4262295,0.49478152,-51.63788,-147.19072,-147.19072,1560.2927,1646.5265,-0.98127145,-233.4245,1.9,2.1,1.3,1.6,1.4839973,1.3037844,1614.5493,1475.6495,1.9,0.9,1.7513766,0.996076,0.77879345,0.7117938,1.1678268,0.8255067,2.639,4.765,1.5146323,1.0583763,0
3.3,3.6,2.05,1.48,2.6,1.4,2.75,0.28357348,0.25994235,0.45648414,0.42870998,0.49513182,-49.87721,16.557074,16.557074,1559.6987,1664.5891,0.11038049,-88.33332,1.8,1.8,1.2,1.2,1.537742,1.0723168,1438.3634,1506.4843,1.8,0.9,1.6770973,0.88023514,0.69380844,0.7266672,1.087124,0.7880944,2.249,5.633,1.7398676,0.9241955,0
1.52,3.75,5.4,1.82,1.82,2.21,1.62,0.5928333,0.2402951,0.16687159,0.41519433,0.4931914,-59.50405,-107.538124,-107.538124,1525.4578,1404.9008,-0.71692085,13.018841,2.1,0.9,1.8,0.8,2.2924445,1.2922168,1802.5272,1390.6387,2.1,0.9,1.8198576,0.969082,0.86946636,0.670788,1.2496228,0.7901056,1.49,4.649,1.8465766,0.9354997,1
2.63,3.5,2.45,1.6,2.3,1.53,2.38,0.35399508,0.26600203,0.3800029,0.40508223,0.49127525,-66.76551,35.368763,35.368763,1702.866,1660.5002,0.23579174,77.734436,0.9,1.7,1.8,1.2,1.3223706,1.2359,1518.2618,1606.2617,0.9,1.2,0.8917495,1.0540813,0.73234826,0.77479583,0.7961087,0.88651,2.09,3.021,1.4579469,1.1877981,0
1.05,13,34,1.25,4,2.63,1.44,0.8995624,0.07265697,0.027780604,0.45454547,0.50020844,-31.672499,-55.32108,-55.32108,1558.7428,1830.8485,-0.3688072,-327.42673,2.8,1.7,0.8,1.1,2.0580373,1.235969,1877.7854,1418.1255,3.1,1,4.0007234,0.8726912,0.90576786,0.68404645,2.14375,0.7595044,1.368,6.105,2.1167338,0.79344594,1
2.55,2.88,3.1,2.7,1.44,2.2,1.62,0.36927658,0.32696363,0.30375978,0.46235606,0.49869135,-26.207275,-18.630457,-18.630457,1492.379,1609.5511,-0.12420305,-135.80258,1.2,1.3,0.4,0.7,1.2522273,1.1112939,1505.9017,1645.4326,1.2,1.3,1.3354275,1.2323321,0.7263862,0.79369026,0.9700027,0.969147,2.165,3.246,1.464037,1.1708255,0
3.9,3.25,2,2.1,1.7,1.83,1.83,0.24096386,0.28915662,0.4698795,0.45639288,0.4983058,-30.378506,-59.575603,-59.575603,1567.9587,1556.7023,-0.3971707,-48.319122,1.4,1.5,1.5,1.1,1.532899,1.1209296,1417.6405,1687.5315,1.4,0.6,1.2598205,0.7555361,0.68381256,0.8139971,0.91421574,0.7906127,2.991,3.95,1.3331717,1.2000391,0
1.3,5,9.5,1.53,2.4,1.91,1.8,0.71590054,0.18613413,0.09796534,0.45639288,0.4983058,-30.378506,-77.829865,-77.829865,1529.8806,1550.5972,-0.51886576,-98.54643,1.7,1.7,0.9,1.5,1.6582448,1.2577757,1681.0054,1583.5217,1.7,1,1.6585432,1.0150476,0.81084913,0.76382697,1.1499268,0.8643152,1.847,5.405,1.8374835,0.9024337,1
2.2,3.6,3,1.7,2.1,1.57,2.25,0.4265403,0.2606635,0.3127962,0.40508223,0.49127525,-66.76551,-75.6225,-75.6225,1597.2014,1713.6742,-0.50415,-192.09523,1.9,1.1,1.2,1.9,1.9405231,1.1410245,1764.941,1749.9368,1.9,2.3,1.7798134,2.3417678,0.8513363,0.84409887,1.2227272,1.4431664,1.579,2.438,1.5270785,1.1877731,1
4.5,3.9,1.7,1.67,2.15,1.67,2.1,0.20829406,0.24033931,0.5513666,0.44247788,0.4970469,-40.148216,21.08254,21.08254,1648.2177,1480.0012,0.14055027,189.29906,1.1,1.3,0.6,1,1.8088357,1.1011887,1440.4843,1656.4275,1.3,1.1,1.3722925,0.9926184,0.6948315,0.7989937,0.9658159,0.87644356,2.878,2.563,1.2199903,1.366477,0
2.7,3.2,2.4,1.75,2.05,1.62,2.2,0.33684212,0.28421053,0.37894738,0.45454547,0.50020844,-31.672499,38.75969,38.75969,1478.8434,1605.2313,0.25839794,-87.62815,1.2,1.7,0.8,1.2,1.2482835,1.2034292,1446.9563,1633.6031,1.1,1.3,1.1990005,1.3199506,0.69795334,0.78798425,0.8983722,1.0007708,3.049,4.688,1.3981496,1.1196272,0
1.55,3.75,4.75,2.05,1.75,2.1,1.67,0.57482857,0.23759581,0.18757564,0.44125736,0.4966349,-41.007935,-16.046888,-16.046888,1561.5414,1537.7002,-0.10697926,7.7943115,0.9,0.9,1.3,1,1.2443521,1.2363133,1527.9695,1715.6512,0.9,1,0.9665347,0.90940756,0.7370308,0.8275609,0.8288324,0.8602995,2.978,3.452,1.2849665,1.2614185,0
1.53,4.2,5.75,1.48,2.6,1.57,2.25,0.6133567,0.22343709,0.16320622,0.43561643,0.496064,-44.988037,-63.344997,-63.344997,1588.9941,1720.8855,-0.42229998,-195.23625,1.7,1.2,1,1.1,1.4839973,1.1821036,1803.7393,1598.5923,1.9,1.1,1.8380796,1.0486878,0.87005097,0.7710964,1.2572625,0.88213295,1.849,3.138,1.5368122,1.1406804,1
2.2,3,3,1.95,1.85,1.73,2,0.4054054,0.2972973,0.2972973,0.37089992,0.48324898,-91.7852,-108.25895,-108.25895,1488.1653,1476.5305,-0.7217263,-96.62414,1.4,1.9,1.4,1.5,1.2340362,1.339336,1515.1802,1293.55,1.4,1.2,1.280276,1.1290262,0.7308618,0.6239563,0.95062745,0.82598424,2.533,3.078,1.3520114,1.2441033,1
1.73,3.7,3.8,1.7,2.1,1.67,2.1,0.52006656,0.24316627,0.23676716,0.45867208,0.49845797,-28.783245,-68.86439,-68.86439,1473.1599,1466.1992,-0.4590959,-61.90372,1.7,1.7,0.9,1.4,1.3675023,1.1698986,1561.482,1404.6283,1.6,1.2,1.4891068,1.0984292,0.7531959,0.67753595,1.0475602,0.84589326,2.375,4.698,1.580165,1.0330815,1
1.73,3.3,5.5,2.3,1.6,2.2,1.62,0.54383653,0.2851022,0.1710613,0.45216307,0.49780992,-33.34249,29.24284,29.24284,1638.3147,1450.0127,0.19495226,217.54492,1.6,1.7,1.2,0.8,1.3675023,1.1614795,1701.6943,1422.2389,1.6,0.7,1.4891068,0.79137266,0.8208287,0.6860306,1.0881399,0.7281674,1.815,5.675,1.8877934,0.87432253,1
1.78,4,3.7,1.47,2.52,1.47,2.5,0.51918894,0.23103908,0.24977198,0.45740956,0.49847367,-29.666754,-14.286221,-14.286221,1577.8447,1626.3629,-0.09524147,-62.804462,2,2.2,2,1.4,1.9941317,1.2363822,1494.0519,1701.4939,2,1.4,1.9194889,1.2386701,0.72067034,0.82073194,1.2001978,0.98790723,2.212,3.121,1.4374719,1.1926197,0
1.8,3.1,4.7,2.32,1.47,2.07,1.6,0.5092625,0.29570082,0.1950367,0.4365256,0.49600485,-44.34578,39.215687,39.215687,1412.5132,1438.4825,0.26143792,13.2463255,1.4,1.8,0.9,0.5,1.2990564,1.0258695,1542.8185,1478.3732,1.4,1,1.3876443,1.0577531,0.7441934,0.7131075,1.0015738,0.85096574,1.878,3.837,1.6152067,1.0648947,1
1.33,5,8.5,1.55,2.4,1.83,1.87,0.7030022,0.18699859,0.10999917,0.41866666,0.49366978,-57.022736,26.778715,26.778715,1647.7583,1728.7019,0.17852478,-54.16484,1.8,2.1,1.4,0.9,1.3197075,1.2806804,1708.9711,1475.8018,1.8,1.6,1.6239343,1.3968164,0.8243387,0.7118672,1.1441768,0.9858469,1.893,5.218,1.7956887,0.92502576,0
4.75,3.4,1.83,2.6,1.48,2.38,1.53,0.20029294,0.279821,0.519886,0.46703297,0.49918634,-22.941124,13.904842,13.904842,1507.2998,1584.5851,0.09269895,-63.380413,0.8,1,1.7,1,1.2404331,1.2253443,1287.9692,1464.6741,0.8,0.6,0.88188386,0.69575983,0.6212644,0.70649964,0.7255122,0.7022037,4.887,5.413,1.0624683,1.2900962,1
2.05,3.3,3.7,2.3,1.62,2,1.75,0.45971385,0.28557983,0.25470632,0.41045958,0.4921122,-62.89727,33.854168,33.854168,1359.4492,1938.055,0.22569445,-544.7517,1.7,1.3,2.3,2,1.2990564,1.1618679,1582.8582,1517.4226,1.7,0.9,1.3237256,0.9824863,0.7635069,0.7319434,0.98759437,0.8321606,2.996,5.747,1.5342072,0.997421,0
1.14,7.5,13,1.73,2.08,3.1,1.3,0.8066518,0.12261107,0.07073715,0.45187902,0.49790722,-33.541706,5.6961756,5.6961756,1529.959,1270.3109,0.037974503,265.34418,1,1.7,1,0.8,1.4424596,1.1408973,1442.1766,1260.7839,1,1,1.0765108,0.94766855,0.6956478,0.60815126,0.847993,0.7439582,2.626,6.025,1.6763716,0.9278543,1
1.8,3.6,4.33,1.85,2,1.73,2,0.5220012,0.2610006,0.21699819,0.45639288,0.4983058,-30.378506,25.976322,25.976322,1685.8945,1478.2828,0.17317548,233.5879,1.7,2.2,1.6,1,1.400855,1.1208047,1658.0568,1537.1616,1.7,0.9,1.4817072,0.8682259,0.79977965,0.74146473,1.0725507,0.79216915,2.517,4.741,1.5454177,1.045859,1
2.5,3.3,2.8,1.95,1.9,1.67,2.1,0.37729686,0.28583094,0.3368722,0.45639288,0.4983058,-30.378506,-108.69625,-108.69625,1657.411,1529.8806,-0.7246417,18.834164,2.1,1.2,1.1,0.7,1.577041,1.10125,1664.3531,1615.5106,2.1,1.1,1.8198576,1.0631932,0.8028168,0.7792571,1.2096331,0.89283156,1.401,2.745,1.6154567,1.1268332,0
1.91,3.6,3.8,1.83,2.03,1.7,2.05,0.49183863,0.26094773,0.24721363,0.43561643,0.496064,-44.988037,5.3455844,5.3455844,1675.9436,1573.2065,0.03563723,108.08262,1.6,1.3,1.3,2,1.547474,1.2810372,1721.7518,1689.7155,1.6,1.7,1.4653147,1.443109,0.8305036,0.81505054,1.0844281,1.0662739,1.72,3.163,1.5760931,1.1205771,0
1.85,3.4,4.33,2.2,1.67,1.95,1.8,0.50726163,0.27601,0.2167284,0.41045958,0.4921122,-62.89727,47.61905,47.61905,1609.1678,1640.8446,0.31746033,15.942353,1.9,1.1,1.1,0.6,1.6053443,1.1211795,1846.2983,1534.6664,1.9,0.7,1.8087119,0.8246677,0.8905798,0.7402611,1.2578326,0.7740237,1.819,4.33,1.6970426,1.0050384,0
2.63,3,2.8,2.7,1.44,2.25,1.57,0.35511965,0.31132156,0.3335588,0.4384191,0.4964215,-43.009132,-64.5472,-64.5472,1632.6414,1623.8024,-0.43031466,-55.70823,1.5,1.3,0.8,0.8,1.4350209,1.1513027,1508.0059,1632.3513,1.5,0.6,1.4965433,0.7555361,0.72740114,0.7873804,1.035058,0.77464265,2.733,4.125,1.4160498,1.1432633,0
1.9,3.5,3.3,1.53,2.4,1.5,2.5,0.47200653,0.2562321,0.27176133,0.45867208,0.49845797,-28.783245,-64.231636,-64.231636,1207.5898,1508.0485,-0.4282109,-364.69022,1.8,2.4,1.4,2.3,1.7566637,1.1210545,1617.4927,1404.2831,2,1.6,1.7426739,1.5168239,0.7802132,0.6773695,1.1651974,1.0131513,1.826,3.281,1.5606589,1.1209217,1
2.05,3.5,3.5,1.93,1.93,1.75,2,0.46052632,0.26973686,0.26973686,0.44039735,0.4966404,-41.614025,-42.32149,-42.32149,1280.653,1604.2964,-0.28214327,-365.96487,2,1.5,1.5,1.5,1.5671232,1.2034292,1608.0901,1644.5619,2,1.6,1.7997241,1.6246696,0.77567774,0.7932703,1.1852963,1.12583,2.238,2.732,1.3876282,1.2453007,0
2.1,3.3,3.5,2,1.85,1.73,2,0.44715446,0.28455284,0.2682927,0.43804422,0.4963129,-43.273685,75.06925,75.06925,1755.333,1568.3798,0.5004617,262.02252,1.8,1.5,1.1,0.9,1.7202575,1.1513027,1629.2838,1569.9349,1.9,1.2,1.8679241,1.0984292,0.7859007,0.75727326,1.2187101,0.8937356,2.082,3.611,1.5294112,1.1165526,0
2.72,2.67,2.87,2.45,1.42,1.98,1.65,0.33710194,0.3434147,0.31948337,0.4365256,0.49600485,-44.34578,-51.853542,-51.853542,1491.8146,1558.993,-0.34569028,-119.03199,0.3,1.7,0.8,1,1.056655,1.1824989,1514.9535,1452.434,0.3,1.2,0.7333221,1.1765271,0.7307524,0.7005955,0.7317803,0.89096814,2.55,3.09,1.3491442,1.2450545,1
2.35,3.2,3.1,2.08,1.73,1.8,1.95,0.40121335,0.29464105,0.3041456,0.4467253,0.4973969,-37.16009,42.883987,42.883987,1611.0563,1546.2965,0.28589326,107.64382,1.5,1.6,1.3,0.7,1.4653904,1.1312159,1570.6863,1569.7037,1.5,1.6,1.380749,1.5806404,0.75763565,0.75716174,1.006881,1.0865532,3.947,3.84,1.1123121,1.358466,1
1.65,3.5,5,2.1,1.7,2,1.73,0.555115,0.26169705,0.18318795,0.39512196,0.48911554,-73.97466,45.833332,45.833332,1234.7968,1573.887,0.30555555,-293.25687,0.9,1.1,1.3,1.3,1.0768442,1.1720073,1418.3601,1366.7317,0.9,1.2,0.9665347,1.1928008,0.68415964,0.6592562,0.79710966,0.87267405,3.675,4.125,1.1947411,1.2774712,0
1.47,4.2,6.3,1.7,2.07,1.85,1.85,0.6315789,0.22105263,0.14736842,0.45256916,0.49799132,-33.057716,-48.417477,-48.417477,1592.2538,1574.303,-0.32278317,-30.46668,2.2,2.1,0.8,1.4,1.6952674,1.1011887,1651.6769,1645.8538,2.2,0.7,2.3431096,0.79137266,0.79670227,0.7938934,1.4152652,0.7928851,1.546,8.67,2.5081096,0.62175345,0
1.82,2.92,5,2.75,1.34,2.45,1.42,0.5031984,0.31363738,0.18316422,0.4365256,0.49600485,-44.34578,-47.990128,-47.990128,1322.0582,1516.2126,-0.3199342,-242.14456,1.7,1.1,1.2,1.2,1.5106307,1.0629213,1466.7211,1456.3436,1.7,0.6,1.574663,0.70538354,0.707487,0.7024814,1.0543574,0.70364225,2.027,3.655,1.5500175,1.1043121,0
5.1,4.05,1.6,1.65,2.18,1.7,2.05,0.1835954,0.23119421,0.5852104,0.41866666,0.49366978,-57.022736,17.681465,17.681465,1777.9094,1566.68,0.11787643,228.91077,0.6,1.1,0.8,0.9,1.3530811,1.1211795,1459.9019,1667.9185,0.6,1.1,0.8764828,1.0063483,0.7041977,0.8045365,0.77311176,0.88526124,3.483,3.783,1.2040188,1.2937796,0
6.5,4.33,1.48,1.93,1.93,2.05,1.7,0.14507373,0.21777812,0.63714814,0.4155194,0.49312004,-59.27152,49.975494,49.975494,1711.1266,1777.655,0.33316997,-16.552963,1,1.2,1.1,1.5,1.318206,1.3033485,1380.2964,1763.704,1,1.6,1.059311,1.5378046,0.66579926,0.8507396,0.823204,1.1255656,3.73,2.501,1.0410821,1.5204829,0
1.91,3.25,4.33,2.4,1.53,2.1,1.67,0.492902,0.28967473,0.21742329,0.44287547,0.49688557,-39.868256,-29.853447,-29.853447,1481.1528,1489.4874,-0.19902298,-38.18806,0.7,1.3,0.8,0.8,1.18207,1.062862,1436.4384,1431.324,0.7,0.5,0.93016416,0.6551904,0.69287986,0.6904129,0.7877936,0.6763239,2.644,5.7,1.6287606,0.96155256,0
1.75,3.7,4.2,1.75,2.02,1.7,2.05,0.52920145,0.25029796,0.2205006,0.45256916,0.49799132,-33.057716,-38.764004,-38.764004,1666.3878,1611.5756,-0.2584267,16.048258,2.1,1.4,1.1,1.2,1.8108962,1.1412152,1784.8816,1651.6738,2.1,2.3,2.0370507,2.186321,0.8609548,0.7967008,1.3313931,1.352549,1.49,2.61,1.5729334,1.1546944,0
2.75,3.75,2.35,1.73,2.1,1.62,2.2,0.34440646,0.25256473,0.40302882,0.4522494,0.49791119,-33.28194,120.411995,120.411995,1778.3201,1682.5764,0.80274665,216.15569,1.5,1.9,1.6,1.2,1.4964027,1.1929513,1546.1655,1651.7272,1.5,1.1,1.3156185,0.9267283,0.7458079,0.7967265,0.9737321,0.8487272,2.508,3.373,1.3900069,1.2032341,0
2.6,2.7,3.4,4,1.25,2.75,1.4,0.36661342,0.35303515,0.28035143,0.44401243,0.4970488,-39.067974,35.254436,35.254436,1513.9696,1373.5074,0.23502956,175.71661,0.6,1.1,0.8,0.8,1.1783472,1.1411515,1501.6107,1520.8285,0.7,0.7,0.93016416,0.7188184,0.7243164,0.73358625,0.8066555,0.72767913,2.866,3.808,1.3484308,1.1999571,0
3,3.75,2.15,1.57,2.35,1.5,2.5,0.31295487,0.2503639,0.4366812,0.4386207,0.49638948,-42.866917,-23.19678,-23.19678,1700.6816,1716.9205,-0.15464519,-39.435635,1.2,1.9,1.6,1.2,1.4916899,1.3874776,1527.0847,1698.0815,1.4,1.3,1.2396919,1.1193501,0.736604,0.819086,0.93783915,0.93919164,2.763,3.115,1.3008406,1.273407,0
2.02,2.67,4.5,2.77,1.33,2.27,1.5,0.4534236,0.34303957,0.20353682,0.4365256,0.49600485,-44.34578,25.467632,25.467632,1574.5386,1459.2559,0.16978422,140.75032,1.2,0.6,0.8,1,1.4379166,1.0629213,1597.0208,1393.9788,1.2,0.4,1.2521048,0.6608541,0.77033836,0.6723991,0.9630449,0.6677811,2.731,4.547,1.464373,1.0942651,1
2.27,3.05,3.1,2.32,1.47,1.98,1.65,0.40379235,0.30052742,0.29568022,0.4365256,0.49600485,-44.34578,-70.4365,-70.4365,1505.4048,1602.7706,-0.4695767,-167.80237,1.5,1.9,0.7,0.6,1.4305013,1.0629805,1481.1449,1403.1029,1.5,0.5,1.5208424,0.69219977,0.7144445,0.6768002,1.0370036,0.68296003,2.546,5.23,1.5976408,0.9977728,1
1.8,3.5,4.75,2.6,1.48,2.38,1.53,0.528197,0.27164418,0.20015885,0.44401243,0.4970488,-39.067974,-120.411995,-120.411995,1404.5013,1515.4272,-0.80274665,-231.33789,1.4,1.6,1.4,0.8,1.4215051,1.2143373,1564.252,1365.0831,1.4,0.9,1.280276,0.9824863,0.75453204,0.65846103,0.96482956,0.78807116,2.598,5.963,1.6766638,0.9307367,0
2.27,2.82,3.35,2.35,1.47,1.98,1.65,0.40280733,0.3242456,0.27294704,0.4365256,0.49600485,-44.34578,-88.7395,-88.7395,1602.7706,1431.1368,-0.59159666,82.89422,1.2,1.6,1.3,0.8,1.2787284,1.0440856,1520.3037,1462.1407,1.2,1,1.1552237,1.0150476,0.7333332,0.7052777,0.90208936,0.8291856,2.45,2.852,1.3482258,1.2610792,0
1.31,4.4,10.25,1.88,1.82,2.27,1.5,0.7014924,0.20885342,0.089654155,0.4365256,0.49600485,-44.34578,48.229572,48.229572,1601.6266,1412.5132,0.3215305,237.34296,1.6,2.3,1.1,1,1.6341555,1.0816748,1702.297,1555.8678,1.6,1.8,1.5132852,1.5969411,0.82111937,0.7504878,1.0979856,1.0890691,1.451,4.189,1.7935284,0.97650194,1
